N,TREE,BR,TL,IN,INTERNODE_1,INTERNODE_2,INTERNODE_3,INTERNODE_4,INTERNODE_5,INTERNODE_6,INTERNODE_7,INTERNODE_8,INTERNODE_9,INTERNODE_10,INTERNODE_11,INTERNODE_12,INTERNODE_13,INTERNODE_14,INTERNODE_15,INTERNODE_16,INTERNODE_17,INTERNODE_18,INTERNODE_19,INTERNODE_20,INTERNODE_21,INTERNODE_22,INTERNODE_23,INTERNODE_24,INTERNODE_25,INTERNODE_26,INTERNODE_27,INTERNODE_28,INTERNODE_29,binaryClass
1109.0,Q25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1110.0,Q25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1111.0,Q25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1112.0,Q25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1113.0,Q25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1114.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1115.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1116.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1117.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1118.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1119.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1120.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1121.0,Q25,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1122.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1123.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1124.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1125.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1126.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1127.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1128.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1129.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1130.0,Q25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1131.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1132.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1133.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1134.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1135.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1136.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1137.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1138.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1139.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1140.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1141.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1142.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1143.0,Q25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1144.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1145.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1146.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1147.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1148.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1149.0,Q25,D,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1150.0,Q25,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1151.0,Q25,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1152.0,D14,B,1.0,4,0.2,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1153.0,D14,B,1.0,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1154.0,D14,B,1.0,4,0.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1155.0,D14,B,1.0,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1156.0,D14,C,89.0,15,0.6,2.5,7.6,11.5,10.6,9.8,7.5,6.0,7.6,6.6,7.3,7.1,3.0,0.8,0.2,,,,,,,,,,,,,,,P
1157.0,D14,D,125.0,19,0.7,3.5,9.1,11.8,12.5,11.3,8.0,7.1,8.2,7.6,6.5,6.1,7.5,8.5,6.8,5.0,3.0,1.8,0.3,,,,,,,,,,,P
1158.0,D14,E,1.0,3,0.3,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1159.0,D14,E,3.0,5,0.4,1.0,0.7,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
1160.0,D14,E,2.0,4,0.2,0.7,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1161.0,D14,F,1.5,4,0.2,0.7,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1162.0,D14,F,2.0,5,0.2,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1163.0,D14,F,1.5,5,0.2,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1164.0,D14,F,2.0,6,0.2,0.5,0.5,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1165.0,D14,F,2.5,7,0.2,0.6,0.5,0.5,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,P
1166.0,D14,F,3.0,7,0.2,0.5,0.3,0.4,0.8,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,P
1167.0,D14,B,1.0,4,0.2,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1168.0,D14,B,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1169.0,D14,B,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1170.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1171.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1172.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1173.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1174.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1175.0,D14,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1176.0,D14,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1177.0,D14,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1178.0,D14,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1179.0,D14,G,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1180.0,D14,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1181.0,D14,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1182.0,D14,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1183.0,D14,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1184.0,D14,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1185.0,D14,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1186.0,D14,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1187.0,D14,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1188.0,D14,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1189.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1190.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1191.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1192.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1193.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1194.0,D14,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1195.0,D14,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1196.0,D14,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1197.0,D14,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1198.0,D14,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1199.0,D14,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1200.0,D14,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1201.0,D14,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1202.0,M17,A,4.0,4,0.8,1.6,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1203.0,M17,A,10.0,7,0.2,0.9,2.4,3.1,2.3,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,P
1204.0,M17,B,51.0,10,1.0,3.1,5.6,8.8,8.5,10.2,7.2,4.0,2.2,0.6,,,,,,,,,,,,,,,,,,,,P
1205.0,M17,C,21.0,8,1.0,3.1,4.2,3.8,3.5,3.7,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,P
1206.0,J1,A,98.0,19,0.7,1.6,5.2,8.6,7.2,8.4,6.6,6.9,6.3,6.9,7.1,7.6,7.1,6.0,5.6,3.7,1.8,0.8,0.2,,,,,,,,,,,P
1207.0,J1,B,6.0,6,0.5,1.6,1.7,1.3,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1208.0,J1,C,2.0,6,0.2,0.6,0.5,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1209.0,J1,D,7.0,6,0.5,1.5,2.3,1.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1210.0,J1,D,1.0,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1211.0,J1,D,2.0,3,0.6,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1212.0,J1,D,3.0,4,0.4,0.9,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1213.0,J1,D,5.0,5,0.5,1.3,1.8,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,P
1214.0,J1,D,1.5,3,0.6,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1215.0,J1,D,1.0,3,0.3,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1216.0,J1,D,4.0,5,0.3,1.6,1.5,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1217.0,J1,D,18.0,10,0.6,2.5,3.7,3.1,2.0,1.8,1.9,1.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,P
1218.0,J1,D,14.5,8,0.5,2.1,3.8,3.1,2.2,1.7,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,P
1219.0,J1,D,64.0,19,0.6,2.8,4.2,3.5,3.5,4.7,3.2,2.5,3.8,4.3,6.1,5.3,5.3,6.2,4.6,2.0,1.1,0.4,0.2,,,,,,,,,,,P
1220.0,J1,E,5.0,8,0.3,0.6,0.6,0.7,1.3,0.9,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,P
1221.0,J1,E,4.0,6,0.3,0.6,0.6,1.1,1.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,P
1222.0,J1,E,4.0,6,0.2,0.6,0.6,0.9,1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,P
1223.0,J1,E,1.0,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
1224.0,J1,E,1.0,3,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1225.0,J1,E,2.0,5,0.3,0.5,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
1226.0,J1,E,8.0,9,0.2,0.7,0.8,1.6,1.5,1.4,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,P
1227.0,J1,E,2.0,5,0.2,0.6,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1228.0,J1,F,1.0,3,0.3,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1229.0,J1,F,4.0,8,0.2,0.6,0.7,0.6,0.5,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,P
1230.0,J1,F,1.5,4,0.3,0.6,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1231.0,J1,F,2.0,5,0.3,0.6,0.5,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,P
1232.0,J1,F,2.0,4,0.2,0.6,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,P
1233.0,J1,G,117.0,20,1.0,4.5,6.8,8.6,8.7,9.0,6.6,5.1,7.0,8.6,8.5,9.0,8.1,7.3,6.4,5.7,3.3,1.8,1.0,0.2,,,,,,,,,,P
1234.0,J1,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1235.0,J1,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1236.0,J1,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1237.0,J1,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1238.0,J1,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1239.0,J1,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1240.0,J1,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1241.0,J1,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1242.0,J1,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1243.0,J1,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1244.0,J1,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1245.0,J1,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1246.0,J1,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1247.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1248.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1249.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1250.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1251.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1252.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1253.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1254.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1255.0,J1,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1256.0,J1,F,1.0,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1257.0,J1,F,1.0,5,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
1258.0,J1,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1259.0,J1,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1260.0,J1,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1261.0,J1,F,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1262.0,J1,F,1.0,6,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
1263.0,D18,A,1.0,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1264.0,D18,A,1.0,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1265.0,D18,A,1.0,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1266.0,D18,A,1.0,2,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1267.0,D18,A,2.0,3,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1268.0,D18,A,1.0,3,0.5,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1269.0,D18,A,1.5,3,0.6,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1270.0,D18,A,2.0,3,0.5,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1271.0,D18,A,2.0,3,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1272.0,D18,A,1.0,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1273.0,D18,A,1.0,3,0.6,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1274.0,D18,A,1.0,3,0.3,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1275.0,D18,A,1.0,3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1276.0,D18,A,1.0,3,0.6,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1277.0,D18,A,2.0,3,0.9,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1278.0,D18,A,1.5,3,0.6,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1279.0,D18,A,1.0,3,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1280.0,D18,A,1.0,3,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1281.0,D18,A,2.0,3,0.9,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1282.0,D18,A,1.0,3,0.6,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1283.0,D18,D,3.0,3,1.5,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1284.0,D18,A,1.0,2,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1285.0,D18,A,3.0,3,1.5,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1286.0,D18,D,4.0,3,1.9,1.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1287.0,D18,A,2.0,3,0.8,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1288.0,D18,A,3.5,3,1.3,1.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1289.0,D18,B,2.0,3,1.2,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1290.0,D18,E,3.0,4,0.7,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1291.0,D18,B,2.0,3,0.8,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1292.0,D18,A,1.0,2,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1293.0,D18,B,3.0,3,1.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1294.0,D18,E,3.5,3,1.5,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1295.0,D18,B,1.0,3,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1296.0,D18,D,2.0,3,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1297.0,D18,D,2.0,3,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1298.0,D18,B,2.0,3,0.6,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1299.0,D18,B,1.0,3,0.4,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1300.0,D18,B,2.0,3,0.7,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1301.0,D18,B,2.0,3,1.1,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1302.0,D18,B,4.0,3,1.6,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1303.0,D18,B,4.0,3,1.7,1.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1304.0,D18,A,4.0,4,1.0,1.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,P
1305.0,D18,E,6.0,5,1.2,1.1,2.0,1.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
1306.0,D18,B,3.0,3,1.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1307.0,D18,B,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1308.0,D18,B,2.0,3,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1309.0,D18,B,2.0,2,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1310.0,D18,B,2.5,3,1.3,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1311.0,D18,B,3.5,3,1.5,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1312.0,D18,B,1.5,2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1313.0,D18,C,2.0,3,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1314.0,D18,C,1.0,3,0.7,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1315.0,D18,A,4.0,4,1.3,1.5,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1316.0,D18,C,2.0,3,1.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1317.0,D18,C,2.0,3,0.6,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1318.0,D18,C,3.0,3,1.6,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1319.0,D18,C,2.0,3,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1320.0,D18,D,2.0,3,1.0,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1321.0,D18,D,2.0,3,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1322.0,D18,C,3.0,4,0.8,1.0,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
1323.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1324.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1325.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1326.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1327.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1328.0,D18,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1329.0,D18,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1330.0,D18,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1331.0,D18,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1332.0,D18,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1333.0,D18,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1334.0,D18,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1335.0,D18,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1336.0,D18,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1337.0,D18,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1338.0,D18,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1339.0,D18,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1340.0,D18,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1341.0,D18,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
1342.0,D18,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
