Actual Time,Age,Community Building,Community Membership_Family,Community Membership_Hobbies,Community Membership_None,Community Membership_Other,Community Membership_Political,Community Membership_Professional,Community Membership_Religious,Community Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not Impaired,Disability_Not Say,Disability_Vision,Education Attainment,Falsification of Information,Gender,Household Income,How You Heard About Survey_Banner,How You Heard About Survey_Friend,How You Heard About Survey_Mailing List,How You Heard About Survey_Others,How You Heard About Survey_Printed Media,How You Heard About Survey_Remebered,How You Heard About Survey_Search Engine,How You Heard About Survey_Usenet News,How You Heard About Survey_WWW Page,Major Geographical Location,Major Occupation,Marital Status,Most Import Issue Facing the Internet,Opinions on Censorship,Primary Computing Platform,Primary Language,Primary Place of WWW Access,Race,Not Purchasing_Bad experience,Not Purchasing_Bad press,Not Purchasing_Cant find,Not Purchasing_Company policy,Not Purchasing_Easier locally,Not Purchasing_Enough info,Not Purchasing_Judge quality,Not Purchasing_Never tried,Not Purchasing_No credit,Not Purchasing_Not applicable,Not Purchasing_Not option,Not Purchasing_Other,Not Purchasing_Prefer people,Not Purchasing_Privacy,Not Purchasing_Receipt,Not Purchasing_Security,Not Purchasing_Too complicated,Not Purchasing_Uncomfortable,Not Purchasing_Unfamiliar vendor,Registered to Vote,Sexual Preference,Web Ordering,Web Page Creation,Who Pays for Access_Don't Know,Who Pays for Access_Other,Who Pays for Access_Parents,Who Pays for Access_School,Who Pays for Access_Self,target
Nurse,59.0,More,0,0,0,1,0,0,0,0,Mississippi,0,0,0,1,0,0,College,nan,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Encryption,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Looking,50.0,Dont Know,0,0,1,0,0,0,0,0,Hawaii,0,0,0,1,0,0,Some College,Never,Female,$20-29,1,0,0,0,0,0,0,0,0,USA,Other,Divorced,Don't Know,4,nan,English,Home,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,20.0,Dont Know,0,1,0,0,0,0,0,0,South Africa,0,0,0,1,0,0,Some College,nan,Male,Not Say,0,0,0,0,0,0,1,0,0,Africa,Computer,Single,Other,1,Win95,English,Public,White,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,Yes,Heterosexual,No,Yes,0,0,0,0,0,1
College Student,18.0,More,0,1,0,1,0,0,0,0,Texas,0,0,0,1,0,0,Some College,Over 75,Male,Over $100,0,0,1,0,0,0,0,0,0,USA,Education,Single,Privacy,1,Macintosh,English,Primarily work,White,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,1,1,0,0
CFO,54.0,Dont Know,1,0,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,4,Win95,English,Home,White,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0
Other,26.0,More,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,Some College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Educator,35.0,More,1,0,0,0,0,1,0,0,Oklahoma,0,0,0,1,0,0,Doctoral,Under 25,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Education,Married,Navigation,3,Macintosh,English,Primarily work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,34.0,More,0,0,1,0,0,0,0,0,Washington,0,0,0,1,0,0,High School,Never,Male,$20-29,0,0,1,0,0,0,0,0,0,USA,Other,Single,Censorship,4,nan,English,Home,White,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,22.0,Dont Know,0,1,0,0,0,1,0,0,Michigan,0,0,0,1,0,0,Some College,Never,Female,Under $10,0,0,0,0,0,0,1,0,0,USA,Education,Single,Other,1,Unix,English,Primarily home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0
Self Employed,41.0,Dont Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,1,0,0,0,0,0,USA,Management,Divorced,Privacy,1,nan,English,Home,Black,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Vice President,39.0,Dont Know,0,0,0,1,0,0,0,0,Texas,0,0,0,1,0,0,High School,Not Say,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Married,Privacy,4,OS2,English,Primarily work,White,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,24.0,Dont Know,0,0,1,0,0,0,0,0,Germany,0,0,0,1,0,0,High School,Never,Male,Under $10,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,2,Win95,German,Primarily home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Networking,39.0,More,0,1,0,0,0,1,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Censorship,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,29.0,Dont Know,0,0,1,0,0,0,0,0,Sweden,0,0,0,1,0,0,Masters,Under 25,Female,Not Say,1,0,0,0,0,0,0,0,0,Europe,Other,Not Say,Navigation,3,Win95,Swedish,Primarily work,Not Say,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
College Student,18.0,Dont Know,0,0,1,0,0,0,0,0,Kansas,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Language,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,1,0,0
Manager,38.0,Dont Know,1,1,0,1,1,1,1,1,Nevada,0,0,0,1,0,0,Special,Over 75,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Management,Divorced,Privacy,1,Win95,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,Not Say,Heterosexual,No,No,0,1,1,0,1,0
College Educator,48.0,More,0,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,Doctoral,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Other,Culture,4,Win95,English,Work,White,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Other,42.0,Equally,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Other,31.0,Dont Know,0,0,1,0,0,0,0,0,New York,0,0,0,1,0,0,Masters,Under 25,Male,$50-74,0,0,1,0,0,0,0,0,0,USA,Computer,Married,Navigation,2,Macintosh,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Manager,29.0,Dont Know,0,1,0,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,Some College,Not Say,Female,Not Say,0,1,0,0,0,0,0,0,0,USA,Management,Other,Privacy,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
CEO,17.0,Dont Know,0,0,1,0,0,0,0,0,Tennessee,0,1,0,0,0,0,High School,Under 25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Single,Taxes,1,Win95,English,Home,Not Say,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,0,0
College Student,19.0,More,1,1,0,0,1,1,1,1,California,0,0,0,1,0,0,Some College,Under 25,Female,$30-39,0,0,0,0,0,0,1,0,0,USA,Education,Other,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0
College Student,19.0,Less,0,1,0,0,0,1,0,0,Germany,0,0,0,1,0,0,Some College,Not Say,Male,Over $100,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Encryption,1,PC Unix,German,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1
Administrator/Secretary,44.0,Dont Know,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,1,0,0,USA,Other,Single,Privacy,2,Win95,English,Primarily work,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Service Industry Occupation,59.0,Equally,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Masters,Never,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Gay male,Yes,No,0,0,0,0,1,0
College Student,24.0,More,1,1,0,0,1,1,0,1,Pennsylvania,0,0,0,0,1,0,Professional,Over 75,Male,Not Say,0,0,0,0,0,1,0,0,0,USA,Education,Single,Privacy,1,Macintosh,English,Distributed,White,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,Yes,Gay male,Yes,Yes,0,0,0,0,1,0
Programmer,26.0,Equally,1,1,0,0,0,1,0,0,Ohio,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Encryption,1,OS2,English,Primarily work,White,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Writer/Journalist,23.0,More,1,0,0,0,0,1,0,0,Thailand,0,0,0,1,0,0,College,26-50,Male,Not Say,0,0,0,0,0,0,0,0,1,Asia,Professional,Other,Navigation,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
K-12 Student,14.0,Dont Know,0,0,1,0,0,0,0,0,New Jersey,0,0,0,1,0,0,High School,51-75,Male,Not Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Censorship,3,nan,English,Home,Asian,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Not Applicable,Not say,Don't know,No,0,0,1,0,0,0
Other,33.0,More,0,1,0,0,0,0,0,0,Colorado,0,0,0,1,0,0,Special,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Privacy,1,Win95,English,Home,White,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
College Student,20.0,Equally,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,Some College,Never,Female,Under $10,1,0,0,0,0,0,0,0,0,USA,Education,Single,Culture,4,nan,English,Primarily home,Not Say,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Dont know,No,0,0,0,0,1,0
Artist/Musician,31.0,Equally,0,1,0,0,1,1,0,0,Georgia,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Other,Single,Censorship,1,Macintosh,English,Primarily home,White,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Looking,49.0,Equally,1,1,0,0,0,0,0,0,New Jersey,0,0,0,1,0,0,High School,Never,Female,Over $100,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,33.0,More,0,1,0,0,0,1,0,0,Tennessee,0,0,0,1,0,0,College,Not Say,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,1,Windows,English,Primarily home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
K-12 Student,17.0,More,1,1,0,1,1,0,0,0,Michigan,0,0,0,1,0,0,High School,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,0,0
K-12 Student,14.0,More,0,0,0,1,0,0,0,0,New York,0,0,0,0,1,0,Grammar,Never,Male,$50-74,0,0,0,0,1,0,0,0,0,USA,Education,Single,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Not Applicable,Heterosexual,No,Yes,0,0,0,0,1,0
College Student,18.0,More,0,0,0,1,0,0,0,0,North Carolina,0,0,0,1,0,0,Some College,Never,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Macintosh,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,1,0,0
Consultant,47.0,Dont Know,0,0,1,0,0,0,0,0,Washington D.C.,0,0,0,1,0,0,Masters,Never,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Professional,Other,Privacy,1,Windows,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Gay male,No,No,0,0,0,0,1,0
Homemaker,51.0,Dont Know,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,Some College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Don't Know,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Programmer,36.0,Equally,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Male,$75-99,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Other,4,Win95,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Administrator/Secretary,29.0,More,0,1,0,1,0,0,0,1,Texas,0,0,0,1,0,0,Some College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Encryption,1,nan,English,Primarily home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,24.0,More,0,1,0,0,1,1,0,1,North Carolina,0,0,0,1,0,0,Special,nan,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Computer,Single,Taxes,1,OS2,English,Primarily home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
K-12 Student,15.0,Dont Know,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,Other,26-50,Female,Not Say,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Don't Know,3,Win95,English,Primarily home,Asian,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,No,Heterosexual,No,Yes,0,0,1,0,0,0
College Student,18.0,Dont Know,1,0,0,0,1,0,0,1,Pennsylvania,0,0,0,1,0,0,Some College,nan,Female,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
College Student,19.0,More,0,1,0,1,0,0,0,1,Minnesota,0,0,0,1,0,0,Some College,Under 25,Female,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,3,Win95,English,Primarily work,White,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,No,Heterosexual,Yes,Yes,0,0,1,1,1,0
College Student,18.0,Equally,0,1,0,0,0,0,0,0,United Kingdom,0,0,0,1,0,0,Some College,nan,Female,$40-49,1,0,0,0,0,0,0,0,1,Europe,Education,Single,Dont Know,2,Win95,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
Programmer,32.0,More,1,1,0,0,1,1,1,1,California,0,0,0,1,0,0,High School,Never,Male,$75-99,1,0,0,0,0,0,0,0,0,USA,Computer,Married,Navigation,2,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Networking,31.0,Equally,0,0,1,0,0,0,0,0,North Carolina,0,0,0,1,0,0,College,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,NT,English,Primarily work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
College Student,19.0,Dont Know,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,High School,nan,Male,$50-74,0,0,0,0,0,0,1,0,0,Canada,Education,Single,Censorship,4,Win95,English,School,White,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,39.0,More,1,0,0,0,0,1,0,1,Kentucky,0,0,0,1,0,0,Some College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,50.0,Dont Know,0,1,0,1,1,0,0,0,Georgia,0,0,0,1,0,0,Masters,Not Say,Male,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,NT,English,Other,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Retired,44.0,More,1,0,0,1,0,0,1,1,Ohio,0,0,1,0,0,0,Some College,Never,Female,$75-99,1,0,0,0,0,0,0,0,0,USA,Other,Married,Censorship,1,Win95,English,Home,Latino,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,23.0,More,0,1,0,0,0,1,0,0,Australia,0,0,0,1,0,0,College,26-50,Male,$40-49,0,1,0,0,0,0,0,0,0,Oceania,Education,Single,Censorship,1,Unix,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,0
College Student,26.0,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Manager,38.0,Dont Know,0,0,0,0,0,1,0,0,Virginia,0,0,0,1,0,0,Masters,Never,Female,Over $100,0,0,1,0,0,0,0,0,0,USA,Management,Married,Privacy,1,Win95,English,Primarily work,White,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Not Applicable,Heterosexual,No,No,0,0,0,0,1,1
Technician,24.0,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Special,26-50,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Censorship,2,Win95,English,Primarily work,White,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,Yes,Gay male,Yes,Yes,0,0,0,0,1,1
Engineer,41.0,More,0,0,0,0,0,1,0,0,Quebec,0,0,0,1,0,0,Masters,51-75,Male,$50-74,0,0,0,1,0,0,0,0,0,Canada,Professional,Married,Other,1,Macintosh,French,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Civil Servant,43.0,More,0,0,0,0,0,0,0,1,New Jersey,1,0,0,0,0,0,Some College,Under 25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,nan,English,Home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,18.0,Dont Know,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,High School,nan,Female,Under $10,0,0,0,0,0,0,0,0,1,Oceania,Education,Single,Taxes,4,Win95,English,Primarily home,White,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,1,1,1,0
Advertising Professional,34.0,More,1,1,0,1,0,1,0,1,New York,0,0,0,1,0,0,College,Under 25,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,3,Win95,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
College Student,18.0,Dont Know,0,0,0,1,0,0,0,0,Massachusetts,0,0,0,1,0,0,Other,Never,Female,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Macintosh,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0
Other,51.0,Dont Know,1,0,0,0,0,0,0,0,New Mexico,0,0,0,1,0,0,High School,Never,Male,$40-49,1,0,0,0,0,0,0,0,0,USA,Other,Married,Navigation,2,nan,English,Home,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,49.0,Dont Know,1,0,0,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Divorced,Privacy,4,Win95,English,Home,Black,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Service Industry Occupation,50.0,Equally,0,0,1,0,0,0,0,0,Kentucky,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Writer/Journalist,58.0,More,1,1,0,0,1,0,0,1,Michigan,1,1,0,0,0,0,Masters,Never,Male,Over $100,0,0,0,0,0,0,0,1,0,USA,Other,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,28.0,More,0,0,0,1,0,0,0,0,Illinois,0,0,0,1,0,0,Masters,Under 25,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Married,Encryption,2,Win95,English,Primarily work,Not Say,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Not say,No,Yes,0,0,0,1,0,1
Retired,57.0,Equally,0,0,0,1,0,0,0,0,South Dakota,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,1,0,0,0,USA,Other,Married,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,28.0,Less,0,0,0,0,0,1,0,0,New York,0,0,0,1,0,0,Masters,Never,Male,$20-29,0,0,1,0,0,0,0,0,0,USA,Professional,Single,Navigation,1,Win95,English,Home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,Not Applicable,Heterosexual,Yes,No,0,0,0,0,1,0
Other,35.0,More,0,0,0,0,0,1,1,0,Texas,0,0,0,1,0,0,Masters,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Navigation,1,Win95,English,Primarily work,White,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Homemaker,41.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Female,Over $100,1,0,0,0,0,0,0,0,0,USA,Other,Married,Navigation,1,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,41.0,More,0,0,0,0,1,1,0,0,California,0,0,0,1,0,0,Masters,51-75,Male,Over $100,0,0,0,1,0,1,1,1,0,USA,Computer,Single,Other,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Consultant,69.0,More,0,1,0,0,1,0,0,1,California,0,0,0,1,0,0,College,Over 75,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Privacy,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,24.0,Equally,1,0,0,1,0,1,0,0,Australia,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,0,1,Oceania,Education,Married,Other,1,Win95,English,Home,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Programmer,20.0,Dont Know,0,1,0,0,1,0,0,0,Georgia,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,4,Unix,English,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,Heterosexual,No,Yes,0,0,0,1,1,1
Other,36.0,More,0,0,0,1,0,0,0,0,Massachusetts,0,0,0,1,0,0,Masters,26-50,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Management,Single,Encryption,1,Win95,Spanish,Work,White,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Yes,Gay male,Yes,No,0,0,0,0,0,1
