DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
2/8/1991,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,3 to 5,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,322.0,x
1/30/1962,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,sherlock,Nissan,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,Non Drinkers,Thor,821.0,y
8/7/1979,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Nissan,Male,Lebanese,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Historical,Commerce,wine,Ironman,284.0,y
9/28/1992,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Flash,Daimler-Benz,Female,French,Rap,6 to 10,volleyball,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Rum,The hulk,624.0,x
6/9/1972,Unmarried,300k-500k,Graduate,Unemployed,Agnostic,Breaking Bad,Wolkswagen,Female,French,Hip-Hop,15-18,cycling,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,Maths,wine,Thor,1037.0,y
3/17/1971,Unmarried,300k-500k,High-School,Employed,Believer,Flash,Audi,Male,Italian,Rap,6 to 10,Soccer,Yellow,BBC,25-40 KM,1500-2000 KM,Action,Biology,Rum,Thor,1095.0,x
3/17/1976,Married,0-100K,Graduate,Employed,Believer,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,263.0,y
3/17/1963,Married,500k-700k,Uneducated,Employed,Agnostic,Prison Break,Toyota,Male,Thai,Heavy Metal,6 to 10,Cricket,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,1136.0,y
6/23/1967,Married,300k-500k,Post-Graduate,Employed,Agnostic,Narcos,Audi,Male,Thai,Country,12 to 15,Cricket,Red,Reuters,60-80 KM,1000-1500 KM,Comedy,Maths,Rum,Thor,1252.0,y
12/17/1969,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Male,Chinese,Classical,10 to 12,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,Maths,Beer,Thor,1103.0,x
1/5/1964,Married,0-100K,Graduate,Self-Employed,Believer,Narcos,Ford,Female,Italian,Hip-Hop,15-18,Rugby,Red,CNN,25-40 KM,0-250 KM,Action,Physics,Rum,wonder woman,1096.0,x
4/16/1961,Married,300k-500k,Post-Graduate,Employed,Believer,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,1272.0,x
11/23/1987,Married,300k-500k,Post-Graduate,Unemployed,Believer,Game of Thrones,Audi,Male,Italian,Hip-Hop,15-18,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Vodka,Batman,1413.0,y
6/9/1964,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Honda,Female,French,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Rum,spiderman,211.0,x
9/11/1970,Married,0-100K,Graduate,Self-Employed,Agnostic,Flash,Ford,Female,Italian,Rap,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,wine,Thor,518.0,x
2/18/1977,Unmarried,0-100K,Graduate,Self-Employed,Believer,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,Whiskey,Ironman,1082.0,y
4/27/1963,Married,700k-1 Million,Graduate,Unemployed,Believer,Flash,Audi,Male,Italian,Rap,6 to 10,Rugby,Yellow,BBC,40-60 KM,1500-2000 KM,Horror,Chemistry,Rum,spiderman,231.0,y
9/16/1972,Married,100k-300k,Post-Graduate,Employed,Believer,Flash,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Thriller,Biology,Rum,Thor,419.0,y
5/28/1967,Married,500k-700k,Graduate,Self-Employed,Believer,Narcos,BMW,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Gin,wonder woman,900.0,y
3/29/1973,Unmarried,100k-300k,Graduate,Unemployed,Believer,Flash,Suzuki,Female,French,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Rum,Batman,166.0,x
9/27/1975,Married,700k-1 Million,Post-Graduate,Employed,Agnostic,How I Met your mother,Audi,Male,Thai,Heavy Metal,6 to 10,Baseball,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Gin,spiderman,1335.0,y
3/10/1965,Unmarried,0-100K,High-School,Self-Employed,Believer,Flash,Ford,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Rum,Batman,855.0,y
2/24/1991,Unmarried,500k-700k,High-School,Unemployed,Believer,Flash,BMW,Male,Mexican,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,wine,Thor,1044.0,y
12/1/1968,Unmarried,0-100K,High-School,Self-Employed,Believer,Friends,Ford,Female,Korean,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,124.0,y
12/23/1985,Unmarried,100k-300k,Graduate,Employed,Agnostic,Narcos,Suzuki,Male,Lebanese,Classical,10 to 12,cycling,Red,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Rum,wonder woman,1116.0,y
9/20/1984,Married,0-100K,Post-Graduate,Employed,Atheist,Friends,GM,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,1033.0,x
9/5/1975,Married,0-100K,High-School,Employed,Atheist,sherlock,GM,Female,French,Rap,6 to 10,Rugby,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Non Drinkers,spiderman,272.0,y
4/11/1983,Married,500k-700k,Graduate,Unemployed,Atheist,Prison Break,BMW,Male,Thai,Heavy Metal,6 to 10,Baseball,White,Fox News,0-10 KM,0-250 KM,Historical,Art,Whiskey,The hulk,908.0,y
2/24/1969,Unmarried,0-100K,High-School,Self-Employed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Soccer,Red,Reuters,25-40 KM,250-500 KM,Historical,Commerce,Rum,The hulk,340.0,y
5/24/1980,Married,700k-1 Million,Post-Graduate,Unemployed,Atheist,Narcos,Daimler -Benz,Male,Chinese,Classical,10 to 12,Rugby,Blue,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,Rum,Ironman,229.0,x
4/18/1965,Married,300k-500k,Uneducated,Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,237.0,x
11/17/1985,Divorced,300k-500k,Post-Graduate,Self-Employed,Agnostic,Breaking Bad,Audi,Male,Lebanese,Classical,12 to 15,Swimming,purple,Associated Press,0-10 KM,1500-2000 KM,Thriller,Maths,Rum,Thor,861.0,y
5/4/1986,Unmarried,100k-300k,Graduate,Unemployed,Believer,Narcos,Ford,Male,Mexican,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,430.0,x
7/1/1964,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Ford,Male,Lebanese,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Beer,Thor,165.0,x
9/21/1994,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Flash,Wolkswagen,Male,Mexican,Light Metal,6 to 10,Basketball,Black,New York Times,25-40 KM,1000-1500 KM,Comedy,Art,Rum,The hulk,237.0,x
8/15/1989,Married,1M-2Million,Graduate,Self-Employed,Atheist,Flash,Bently,Male,Lebanese,Heavy Metal,3 to 5,Rugby,White,Fox News,10-25 KM,0-250 KM,Romantic,English,Rum,Ironman,1450.0,y
5/3/1985,Married,300k-500k,Uneducated,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Indian,Rock,18-20,Rugby,Blue,CNN,25-40 KM,500-1000 KM,Horror,Economics,Non Drinkers,spiderman,892.0,y
1/20/1971,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Prison Break,Ford,Male,Lebanese,Heavy Metal,3 to 5,Cricket,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,558.0,x
8/16/1971,Unmarried,100k-300k,Uneducated,Employed,Believer,Narcos,Suzuki,Male,Mexican,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Horror,Physics,Rum,spiderman,937.0,y
8/4/1988,Married,500k-700k,Post-Graduate,Unemployed,Believer,Breaking Bad,BMW,Male,Lebanese,Classical,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,Beer,spiderman,1232.0,x
5/21/1985,Married,300k-500k,High-School,Employed,Atheist,Prison Break,Ford,Male,Chinese,Heavy Metal,1 to 3,Baseball,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Whiskey,Thor,979.0,x
6/3/1987,Unmarried,500k-700k,Uneducated,Self-Employed,Believer,Breaking Bad,Toyota,Male,Italian,Hip-Hop,15-18,Basketball,Red,Reuters,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,60.0,y
8/25/1985,Married,300k-500k,Graduate,Self-Employed,Believer,Narcos,Audi,Female,French,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,0-250 KM,Thriller,Maths,Non Drinkers,Thor,678.0,x
2/26/1983,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,613.0,x
10/3/1973,Married,0-100K,Uneducated,Self-Employed,Believer,Flash,Ford,Female,French,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,0-250 KM,Action,Biology,wine,wonder woman,982.0,y
2/27/1982,Unmarried,300k-500k,Graduate,Employed,Believer,Flash,Toyota,Female,Indian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Rum,Thor,1320.0,y
6/14/1966,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,How I Met your mother,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,40-60 KM,2000+ KM,Thriller,Biology,Non Drinkers,Thor,1280.0,y
6/9/1979,Married,100k-300k,Uneducated,Employed,Atheist,sherlock,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,344.0,y
7/23/1973,Unmarried,500k-700k,High-School,Employed,Agnostic,Breaking Bad,BMW,Female,Italian,Hip-Hop,15-18,cycling,Red,Huffington Post,40-60 KM,1000-1500 KM,Comedy,Maths,wine,Thor,424.0,y
2/8/1978,Unmarried,0-100K,Uneducated,Self-Employed,Agnostic,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,volleyball,Yellow,BBC,40-60 KM,2000+ KM,Drama,Chemistry,Beer,Batman,519.0,x
11/5/1974,Unmarried,0-100K,Graduate,Unemployed,Believer,Game of Thrones,Ford,Male,Chinese,Classical,10 to 12,Soccer,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Vodka,Ironman,1169.0,y
10/3/1961,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Lebanese,Heavy Metal,6 to 10,volleyball,White,MSN,25-40 KM,1000-1500 KM,Drama,Chemistry,Beer,Batman,1383.0,x
10/15/1977,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Nissan,Male,Lebanese,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Beer,Thor,1292.0,y
9/27/1974,Married,100k-300k,Post-Graduate,Employed,Believer,Narcos,Suzuki,Male,Thai,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Gin,superman,471.0,x
2/10/1987,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Game of Thrones,GM,Male,Mexican,Hip-Hop,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,Vodka,Ironman,1491.0,x
4/21/1981,Divorced,700k-1 Million,Graduate,Unemployed,Agnostic,Prison Break,Audi,Female,Mediterranean,Rap,6 to 10,Swimming,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,865.0,x
5/16/1961,Divorced,300k-500k,Graduate,Employed,Agnostic,Narcos,Daimler-Benz,Female,French,Rock,15-18,volleyball,Red,Reuters,25-40 KM,500-1000 KM,Horror,Economics,Rum,superman,1402.0,y
3/11/1976,Unmarried,100k-300k,High-School,Employed,Agnostic,Narcos,Nissan,Male,Chinese,Classical,10 to 12,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Gin,superman,644.0,x
10/3/1983,Married,0-100K,Graduate,Unemployed,Agnostic,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Vodka,Thor,117.0,x
12/29/1976,Unmarried,0-100K,Uneducated,Self-Employed,Believer,Flash,Ford,Female,French,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,wine,wonder woman,1282.0,y
4/11/1974,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Wolkswagen,Male,Lebanese,Country,12 to 15,Soccer,Orange,Reuters,60-80 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,1186.0,y
3/19/1988,Unmarried,300k-500k,Post-Graduate,Employed,Believer,sherlock,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,Thor,1048.0,x
2/23/1968,Divorced,300k-500k,Graduate,Employed,Agnostic,Friends,Audi,Female,French,Rap,6 to 10,Swimming,Yellow,BBC,60-80 KM,2000+ KM,Comedy,Art,Beer,The hulk,1065.0,y
2/18/1981,Married,0-100K,High-School,Self-Employed,Believer,How I Met your mother,Ford,Female,French,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Historical,Civics,Gin,The hulk,544.0,y
4/5/1969,Unmarried,100k-300k,High-School,Self-Employed,Believer,Breaking Bad,Honda,Male,Italian,Hip-Hop,15-18,Basketball,Orange,Associated Press,60-80 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,715.0,y
5/5/1986,Married,500k-700k,Post-Graduate,Unemployed,Believer,Friends,Toyota,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Historical,Art,Vodka,The hulk,452.0,x
4/19/1979,Married,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,583.0,y
3/20/1965,Divorced,500k-700k,Uneducated,Unemployed,Agnostic,How I Met your mother,BMW,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1271.0,y
3/23/1967,Married,300k-500k,High-School,Self-Employed,Believer,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1101.0,y
5/6/1992,Married,100k-300k,Uneducated,Employed,Agnostic,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Swimming,Black,Fox News,10-25 KM,0-250 KM,Comedy,Art,Vodka,The hulk,680.0,y
10/23/1988,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Wolkswagen,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,Fox News,0-10 KM,0-250 KM,Romantic,English,Beer,Ironman,850.0,y
9/5/1990,Unmarried,100k-300k,Graduate,Unemployed,Believer,Game of Thrones,Honda,Female,Indian,Rock,18-20,Soccer,Red,Reuters,25-40 KM,250-500 KM,Comedy,History,Vodka,Thor,1047.0,y
3/22/1991,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Game of Thrones,Daimler-Benz,Male,Chinese,Classical,10 to 12,Soccer,Red,Reuters,25-40 KM,250-500 KM,Action,Physics,Vodka,wonder woman,693.0,x
12/29/1995,Unmarried,300k-500k,High-School,Self-Employed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,40-60 KM,2000+ KM,Historical,Art,Whiskey,The hulk,369.0,x
1/15/1986,Married,300k-500k,Graduate,Self-Employed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Classical,10 to 12,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,Commerce,Rum,Ironman,278.0,y
12/24/1995,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Breaking Bad,Suzuki,Female,Indian,Rock,18-20,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Comedy,History,Beer,The hulk,765.0,x
5/1/1990,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Breaking Bad,Audi,Male,Mexican,Hip-Hop,15-18,cycling,purple,Associated Press,10-25 KM,1500-2000 KM,Action,Physics,Beer,wonder woman,1437.0,x
5/18/1973,Married,300k-500k,Uneducated,Employed,Agnostic,Big Bang Theory,Audi,Female,French,Hip-Hop,15-18,Cricket,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Non Drinkers,superman,499.0,x
6/28/1969,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Dexter,Wolkswagen,Male,Lebanese,Country,12 to 15,Soccer,Orange,Reuters,60-80 KM,1000-1500 KM,Drama,Physics,Beer,Batman,682.0,x
2/10/1982,Unmarried,300k-500k,Graduate,Employed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,680.0,x
7/6/1967,Unmarried,0-100K,Graduate,Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Drama,Chemistry,Beer,spiderman,1256.0,y
12/24/1972,Unmarried,100k-300k,High-School,Self-Employed,Believer,Flash,Ford,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Rum,Thor,793.0,y
12/11/1969,Married,300k-500k,High-School,Self-Employed,Believer,Game of Thrones,Daimler-Benz,Female,French,Rock,18-20,Basketball,Red,CNN,25-40 KM,0-250 KM,Action,Physics,Vodka,wonder woman,670.0,y
4/8/1986,Married,500k-700k,Graduate,Unemployed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,375.0,x
8/2/1990,Unmarried,700k-1 Million,High-School,Unemployed,Believer,Narcos,Audi,Male,Lebanese,Country,12 to 15,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Physics,Rum,spiderman,374.0,y
2/9/1974,Divorced,300k-500k,Graduate,Employed,Agnostic,Prison Break,Wolkswagen,Male,Thai,Heavy Metal,6 to 10,Swimming,Green,New York Times,10-25 KM,250-500 KM,Historical,Civics,Whiskey,The hulk,190.0,x
1/5/1976,Unmarried,0-100K,Graduate,Self-Employed,Believer,Friends,GM,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,285.0,y
4/12/1969,Unmarried,100k-300k,High-School,Self-Employed,Agnostic,Friends,Suzuki,Female,French,Rap,6 to 10,cycling,White,Fox News,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,354.0,y
5/11/1982,Divorced,300k-500k,High-School,Self-Employed,Agnostic,Game of Thrones,Toyota,Male,Mexican,Country,12 to 15,Swimming,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,Vodka,The hulk,882.0,y
11/14/1972,Unmarried,100k-300k,Post-Graduate,Employed,Agnostic,Narcos,Ford,Female,Indian,Rock,18-20,cycling,Red,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Rum,The hulk,1056.0,x
7/1/1973,Married,300k-500k,Post-Graduate,Unemployed,Atheist,Narcos,Toyota,Female,Indian,Rock,18-20,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Romantic,Commerce,Rum,Ironman,343.0,x
7/2/1970,Married,500k-700k,High-School,Self-Employed,Believer,Friends,Toyota,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,1029.0,x
12/7/1978,Unmarried,500k-700k,Graduate,Employed,Agnostic,Dexter,Toyota,Female,Mediterranean,Rock,18-20,cycling,Red,CNN,25-40 KM,0-250 KM,Comedy,Maths,Beer,Thor,244.0,y
7/3/1962,Unmarried,300k-500k,Graduate,Unemployed,Believer,Big Bang Theory,Daimler-Benz,Male,Mexican,Hip-Hop,12 to 15,Soccer,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Non Drinkers,Ironman,698.0,x
8/27/1976,Married,300k-500k,Uneducated,Employed,Agnostic,Prison Break,Daimler-Benz,Female,Italian,Rap,6 to 10,Cricket,Green,New York Times,60-80 KM,2000+ KM,Romantic,English,Whiskey,Ironman,1170.0,x
3/21/1975,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Flash,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,BBC,0-10 KM,0-250 KM,Drama,Chemistry,Rum,Batman,732.0,y
6/24/1965,Unmarried,700k-1 Million,High-School,Unemployed,Agnostic,Narcos,Audi,Male,Chinese,Classical,10 to 12,cycling,Red,CNN,25-40 KM,1000-1500 KM,Thriller,Maths,Gin,Thor,548.0,y
10/25/1995,Married,300k-500k,Uneducated,Self-Employed,Agnostic,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,344.0,x
4/22/1967,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Basketball,White,MSN,0-10 KM,0-250 KM,Drama,Chemistry,wine,Batman,1364.0,y
6/21/1963,Divorced,500k-700k,Uneducated,Employed,Agnostic,Prison Break,Toyota,Male,Chinese,Heavy Metal,1 to 3,volleyball,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,superman,94.0,y
1/9/1964,Married,300k-500k,Uneducated,Self-Employed,Believer,Dexter,Daimler-Benz,Female,French,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Beer,Batman,905.0,y
4/14/1961,Married,700k-1 Million,High-School,Employed,Believer,Flash,Audi,Female,Mediterranean,Rap,6 to 10,Basketball,Green,New York Times,60-80 KM,2000+ KM,Drama,Biology,Rum,wonder woman,1365.0,x
10/3/1978,Unmarried,0-100K,Uneducated,Employed,Believer,Flash,Ford,Female,French,Rap,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Rum,The hulk,1494.0,y
7/20/1966,Married,0-100K,High-School,Self-Employed,Agnostic,Friends,Ford,Female,French,Rap,6 to 10,Cricket,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1135.0,y
4/8/1977,Married,300k-500k,Uneducated,Employed,Agnostic,Friends,Audi,Male,Chinese,Heavy Metal,1 to 3,Baseball,White,MSN,25-40 KM,1000-1500 KM,Drama,Chemistry,Beer,Batman,1050.0,y
2/12/1964,Divorced,500k-700k,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Toyota,Male,Mexican,Country,12 to 15,Swimming,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Non Drinkers,superman,1459.0,y
1/17/1973,Married,500k-700k,Graduate,Employed,Believer,Narcos,BMW,Female,Indian,Rock,18-20,Basketball,Blue,CNN,25-40 KM,0-250 KM,Action,Physics,Non Drinkers,wonder woman,1048.0,x
7/26/1968,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,72.0,x
12/17/1976,Unmarried,0-100K,High-School,Employed,Believer,Friends,GM,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,359.0,y
6/29/1973,Unmarried,300k-500k,High-School,Self-Employed,Believer,Narcos,Ford,Female,French,Rock,18-20,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Gin,Thor,1463.0,y
9/27/1966,Married,300k-500k,High-School,Employed,Agnostic,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Cricket,White,Fox News,10-25 KM,250-500 KM,Romantic,Civics,Whiskey,Ironman,1228.0,x
9/8/1980,Married,0-100K,High-School,Self-Employed,Believer,Prison Break,Ford,Male,Thai,Heavy Metal,6 to 10,Rugby,Green,BBC,25-40 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,1015.0,y
7/5/1989,Married,500k-700k,Graduate,Self-Employed,Agnostic,Breaking Bad,BMW,Female,French,Rock,18-20,Swimming,Red,CNN,25-40 KM,1000-1500 KM,Historical,Commerce,wine,The hulk,1127.0,y
3/4/1963,Divorced,700k-1 Million,Uneducated,Self-Employed,Agnostic,Big Bang Theory,Daimler -Benz,Male,Mexican,Hip-Hop,12 to 15,Swimming,Red,CNN,25-40 KM,1000-1500 KM,Comedy,History,Non Drinkers,The hulk,207.0,x
9/5/1993,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Suzuki,Female,Mediterranean,Rock,18-20,Basketball,Blue,CNN,25-40 KM,0-250 KM,Thriller,Maths,Non Drinkers,Thor,937.0,x
3/3/1976,Unmarried,300k-500k,High-School,Employed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,12 to 15,Basketball,purple,Associated Press,10-25 KM,2000+ KM,Comedy,Maths,Beer,Thor,1258.0,x
1/19/1963,Married,300k-500k,Graduate,Employed,Atheist,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,Baseball,Red,Huffington Post,40-60 KM,0-250 KM,Historical,Commerce,Beer,Ironman,224.0,x
4/30/1973,Married,1M-2Million,Post-Graduate,Unemployed,Believer,Game of Thrones,Bently,Male,Mexican,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Vodka,Thor,1377.0,x
